player_name;position;squad;age;born_year;match_played;minutes_played;minutes_per_match;first_eleven;90_mins_complated;points_per_match;yellow_card;red_card;second_yellow_card;fouls_committed;fouls_drawn;offsides;crosses;interceptions;tackles_won;own_goals;goals;assists;shots;shots_on_target;penalty_goals;penalty_attempts
Amedej Vetrih;MF;Gaziantep FK.Rizespor;29;1990;29;1921;66.24;22;8;1.58;8;0;0;50;19;1;5;34;45;1;1;0;7;3;0;0
Anastasios Bakasetas;MF.FW;Alanyaspor.Trabzonspor;27;1993;38;1758;46.26;36;21;1.82;8;0;0;50;66;1;182;18;31;0;13;4;110;48;4;5
Barış Yardımcı;DF;Konyaspor.Sivasspor;27;1992;10;715;71.5;8;4;0.8;2;0;0;7;11;0;17;7;8;0;0;0;2;1;0;0
Berat Özdemir;MF;Gençlerbirliği.Trabzonspor;22;1998;28;2104;75.14;24;16;1.61;2;1;0;24;38;1;12;48;35;0;3;0;20;7;0;0
Bilal Başaçıkoğlu;FW.MF;Gaziantep FK.Trabzonspor;25;1995;18;354;19.67;2;0;1.22;1;0;0;13;7;0;18;5;6;0;0;0;8;2;0;0
Brahim Darri;FW.MF;Erzurum BB.Fatih Karagümrük;25;1994;10;368;36.8;4;1;1.2;0;0;0;6;5;1;5;4;3;0;0;1;9;3;0;0
Deniz Turuc;MF;Başakşehir.Fenerbahçe;27;1993;34;2432;71.53;28;13;1.38;5;0;0;33;41;4;211;19;23;0;2;2;34;12;0;0
Erik Sabo;MF;Fatih Karagümrük.Rizespor;28;1991;30;2147;71.57;25;13;1.53;5;1;1;29;35;6;11;18;13;0;7;2;40;17;3;5
Fousseni Diabaté;MF;Göztepe.Trabzonspor;24;1995;24;1254;52.25;15;1;1.2;3;0;0;15;21;0;14;12;15;0;2;3;10;2;0;0
Gastón Campi;DF;Fatih Karagümrük.Trabzonspor;29;1991;18;1545;85.83;16;14;1.22;4;0;0;17;2;0;0;39;11;0;1;2;9;3;0;0
Guilherme;MF;Göztepe.Trabzonspor;29;1991;12;813;67.75;9;2;1.17;1;0;0;24;19;3;34;4;7;0;2;1;13;4;1;1
Hasan Ayaroğlu;FW.MF;Alanyaspor.Denizlispor;25;1995;20;673;33.65;6;3;0.65;2;0;0;13;16;0;20;9;10;0;0;1;5;3;0;0
Hasan Hüseyin Acar;MF;Alanyaspor.Kayserispor;25;1994;14;784;56.0;9;3;1.07;1;0;0;7;9;0;33;5;6;0;0;0;16;4;0;0
Jeremain Lens;MF;Beşiktaş.Fatih Karagümrük;32;1987;18;669;37.17;7;2;1.5;3;0;0;20;14;5;26;3;3;0;4;1;11;6;1;1
Jesse Sekidika;MF;Galatasaray.Konyaspor;24;1996;25;1624;64.96;18;6;1.6;2;0;0;14;24;4;41;17;26;0;2;1;32;19;0;0
Jimmy Durmaz;MF.DF;Fatih Karagümrük.Galatasaray;31;1989;30;1446;48.2;15;4;1.43;2;1;0;20;21;4;53;19;16;0;3;3;28;11;0;0
Kemal Ademi;FW;Fenerbahçe.Karagümrük;24;1996;13;453;34.85;5;0;1.38;1;0;0;14;3;3;0;1;1;0;0;1;11;2;0;0
Kubilay Aktaş;MF.DF;Denizlispor.Gaziantep FK;25;1995;19;1200;63.16;11;4;1.16;5;0;0;18;11;0;1;26;18;0;0;0;4;2;0;0
Nazim Sangaré;DF;Antalyaspor.Fenerbahçe;26;1994;20;1676;83.8;19;15;2.2;2;0;0;19;37;0;31;48;31;0;1;1;8;1;0;0
Ramazan Civelek;DF.MF;Fatih Karagümrük.Kayserispor;24;1996;34;1508;44.35;14;8;1.2;1;0;0;10;25;0;46;29;23;0;0;3;5;1;0;0
Tolga Ciğerci;MF;Başakşehir.Fenerbahçe;28;1992;18;1108;61.56;12;9;1.78;3;0;0;15;21;2;8;19;12;0;1;0;18;3;0;0
Tyler Boyd;MF;Beşiktaş.Sivasspor;25;1994;18;1041;57.83;12;1;1.89;2;0;0;33;14;1;26;11;6;0;6;0;19;12;0;0
Uğur Demirok;DF;Kayserispor.Konyaspor;32;1988;25;1690;67.6;18;15;1.4;5;0;0;12;13;1;1;19;14;0;6;0;17;6;4;4
Yaw Ackah;MF;Erzurum BB.Kayserispor;21;1999;13;532;40.92;7;3;1.08;5;1;1;16;5;0;0;8;10;0;0;0;2;1;0;0
Youssouf Ndayishimiye;MF.DF;Başakşehir.Yeni Malatyaspor;21;1998;33;2170;65.76;22;18;1.27;1;0;0;39;24;1;14;35;41;0;2;0;20;7;0;0
Zakarya Bergdich;DF;Denizlispor.Erzurum BB;31;1989;23;534;23.22;18;15;0.7;8;0;0;27;9;4;33;27;25;0;0;1;2;0;0;0
Ömer Ali Şahiner;MF.FW;Başakşehir.Konyaspor;28;1992;28;2098;74.93;24;13;1.18;3;0;0;22;12;13;89;12;18;0;2;1;11;4;0;0
İbrahim Akdağ;MF;Ankaragücü.Erzurum BB;29;1991;30;1368;45.6;28;15;1.0;7;0;0;54;55;0;38;37;40;0;2;1;22;8;2;2
İlhan Parlak;FW.MF;Ankaragücü.Kayserispor;33;1987;38;1959;51.55;20;5;0.97;4;1;1;26;41;7;22;15;11;0;9;2;45;19;0;0
İrfan Kahveci;MF;Başakşehir.Fenerbahçe;25;1995;30;2149;71.63;26;13;1.53;8;2;2;33;33;3;79;19;24;0;2;3;53;12;0;0
